time	hypnogram	wake_F	wake_C	NREM_F	NREM_C	REM_F	REM_C	H
220	1	5.9191346400458675	0.829206214391362	0.0007348590291050651	0.0001861347779807506	2.5561533206776324e-05	1.5330545696903857e-05	0.5031482437158529
230	1	5.915732039878134	0.8289866161500689	0.0007254260339744027	0.00018373146561238913	2.16373707197636e-05	1.2977026711949414e-05	0.5032908737583027
240	1	5.912352092538004	0.8287692871383857	0.0007161692055355394	0.0001813729482400785	1.8315638889005963e-05	1.0984815935648572e-05	0.5034334628562877
250	1	5.908994653746561	0.828553868150494	0.0007070856505203174	0.0001790584815472597	1.5503853599282163e-05	9.298445933726157e-06	0.5035760110215622
260	1	5.905659578978753	0.828340116905656	0.0006981725404658815	0.00017678734057897897	1.3123728737214681e-05	7.870964550218069e-06	0.5037185182658758
270	1	5.902346723653902	0.8281278694764064	0.0006894271050298865	0.00017455881709689425	1.1108996538516721e-05	6.662627648109295e-06	0.5038609846009782
280	1	5.899055943295871	0.8279170144368413	0.0006808466272380621	0.00017237221773795403	9.403562551770218e-06	5.63979254356415e-06	0.5040034100386102
290	1	5.895787093667564	0.8277074755368958	0.0006724284400413469	0.00017022686271345907	7.959943848981927e-06	4.7739813202069195e-06	0.5041457945905133
300	1	5.8925400308837546	0.8274992000912861	0.000664169923761547	0.00016812208487287068	6.7379469993613335e-06	4.041087942507014e-06	0.504288138268423
310	1	5.889314611505611	0.8272921511987108	0.0006560685041409104	0.0001660572290144976	5.703548998283591e-06	3.4207070920175247e-06	0.5044304410840762
320	1	5.886110692619603	0.8270863025282166	0.0006481216508033009	0.00016403165136371568	4.827949994107884e-06	2.895566039614998e-06	0.5045727030492014
330	1	5.882928131903296	0.8268816348260937	0.0006403268759969592	0.0001620447191652025	4.086771438740719e-06	2.451043735769136e-06	0.504714924175524
340	1	5.879766787679967	0.8266781335758319	0.0006326817335310142	0.00016009581035306307	3.459377336741585e-06	2.0747637292579906e-06	0.5048571044747697
350	1	5.876626518963885	0.8264757874308026	0.0006251838178463269	0.00015818431327444102	2.928299695121497e-06	1.7562495803079404e-06	0.5049992439586589
360	1	5.8735071854975835	0.8262745871647179	0.0006178307631805096	0.00015630962645012545	2.478752177008352e-06	1.4866331741132034e-06	0.5051413426389059
370	1	5.870408647782418	0.8260745249690373	0.0006106202427999508	0.000154471158361004	2.0982184184556366e-06	1.2584078135431556e-06	0.5052834005272253
380	1	5.867330767103351	0.8258755939828033	0.0006035499682804317	0.00015266832725282202	1.7761035461368201e-06	1.0652192166656392e-06	0.5054254176353276
390	1	5.864273405549123	0.8256777879781668	0.0005966176888238447	0.00015090056095413694	1.5034391934034664e-06	9.016885999521204e-07	0.5055673939749192
400	1	5.861236426028161	0.8254811011501969	0.0005898211906025558	0.0001491672967040143	1.272633801785553e-06	7.632629214442238e-07	0.5057093295577034
410	1	5.8582196922811525	0.8252855279765109	0.0005831582961256333	0.00014746798098710655	1.0772612557747652e-06	6.460881143317645e-07	0.5058512243953804
420	1	5.855223068890698	0.8250910631236251	0.0005766268636229797	0.0001458020693745252	9.118819660312832e-07	5.469017814934983e-07	0.5059930784996461
430	1	5.852246421288513	0.8248977013845948	0.0005702247864446628	0.00014416902636940664	7.718914195880333e-07	4.6294236338698996e-07	0.5061348918821945
440	1	5.849289615760572	0.8247054376375581	0.0005639499924735679	0.00014256832525642697	6.533919803663703e-07	3.918722503273777e-07	0.5062766645547144
450	1	5.8463525194505195	0.8245142668182566	0.0005578004435500354	0.00014099944795474206	5.530843706554445e-07	3.317126984365033e-07	0.5064183965288934
460	1	5.843435000361603	0.8243241839019025	0.0005517741349075631	0.00013946188487399703	4.681758121676858e-07	2.807887371832672e-07	0.5065600878164148
